project_id,project_name,address,neighborhood,status,units_total,permit_count,valuation_total,first_date_received,last_date_issued,last_final_date,longitude,latitude,developer,permit_case_id,source_url,source_type,notes,last_updated
2018-LOG-0001235,1240 S ELIZABETH,1240 S ELIZABETH,Cory - Merrill,Delivered,1,3,409996.0,2018-05-09,2018-06-15,2019-12-05,-104.955621,39.694018,CHASE CUSTOM HOMES INC,2018-LOG-0001235,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2018-LOG-0000297,1095 S RACE ST,1095 S RACE ST,Washington Park,Delivered,1,3,808000.0,2018-02-13,2018-11-09,2020-01-23,-104.964374,39.696748,GUNLOCK HOMES INC,2018-LOG-0000297,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2018-LOG-0004766,1257 S SAINT PAUL ST GARAGE,1257 S SAINT PAUL ST GARAGE,Cory - Merrill,Delivered,1,3,556500.0,2018-12-12,2019-01-29,2019-11-29,-104.951477,39.693622,HINZ ROBERT,2018-LOG-0004766,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2018-LOG-0000210,3949 N OSCEOLA ST GARAGE,3949 N OSCEOLA ST GARAGE,Berkeley,Delivered,1,3,445000.0,2018-02-08,2018-05-03,2018-11-20,-105.038371,39.772266,TK MORRISON CONSTRUCTION LLC,2018-LOG-0000210,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
3051 STOUT ST,3051 STOUT ST,3051 STOUT ST,Five Points,Delivered,1,3,430834.0,2021-11-02,2021-11-02,2021-11-24,-104.975692,39.759535,DENVER CUSTOM BUILDERS LLC,3051 STOUT ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
556 S HIGH,556 S HIGH,556 S HIGH,Washington Park,Delivered,1,3,542919.0,2022-12-12,2023-04-17,2024-01-26,-104.965018,39.706445,REDEUX DEVELOPMENTS LLC,556 S HIGH,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
3246 N QUITMAN ST,3246 N QUITMAN ST,3246 N QUITMAN ST,West Highland,Delivered,1,3,591602.0,2022-10-21,2023-08-03,2024-05-22,-105.040303,39.76297,RADIANT HOMES LLC,3246 N QUITMAN ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2485 E 28TH AVE,2485 E 28TH AVE,2485 E 28TH AVE,Skyland,Delivered,1,3,423205.0,2018-10-23,2019-01-16,2020-07-07,-104.95756,39.757113,SEIBEL COLE,2485 E 28TH AVE,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2018-LOG-0005339,376 S GILPIN ST,376 S GILPIN ST,Washington Park,Delivered,1,3,603500.0,2018-12-14,2019-01-30,2019-11-12,-104.967168,39.709722,SONPOINTE HOMES LLC,2018-LOG-0005339,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2590 S CLAYTON ST,2590 S CLAYTON ST,2590 S CLAYTON ST,University Park,Delivered,1,3,837310.0,2020-02-06,2020-03-27,2021-02-08,-104.954897,39.669559,CHAIM INDUSTRIES,2590 S CLAYTON ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2130 S MILWAUKEE ST,2130 S MILWAUKEE ST,2130 S MILWAUKEE ST,University Park,Delivered,1,3,632743.0,2019-08-07,2020-11-16,2021-09-09,-104.951856,39.677803,MJS PROPERTIES LLC,2130 S MILWAUKEE ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2333 S ACOMA,2333 S ACOMA,2333 S ACOMA,Overland,Delivered,1,3,435864.0,2023-02-16,2023-08-02,2024-04-03,-104.988997,39.674344,KEY DEVELOPMENT LLC,2333 S ACOMA,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
3766 N WILLIAMS,3766 N WILLIAMS,3766 N WILLIAMS,Cole,Delivered,1,3,390875.0,2019-05-08,2019-08-22,2020-06-19,-104.965726,39.76929,WORK SHOP DENVER,3766 N WILLIAMS,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2475 E 28TH AVE,2475 E 28TH AVE,2475 E 28TH AVE,Skyland,Delivered,1,3,411340.0,2018-10-22,2019-01-16,2020-11-13,-104.95767,39.757117,SEIBEL COLE,2475 E 28TH AVE,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2280 N IVANHOE ST,2280 N IVANHOE ST,2280 N IVANHOE ST,South Park Hill,Delivered,1,3,570000.0,2019-07-01,2019-11-20,2020-07-10,-104.92085,39.750616,TK MORRISON CONSTRUCTION LLC,2280 N IVANHOE ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2595 S Cherokee ST,2595 S Cherokee ST,2595 S Cherokee ST,Overland,Delivered,1,3,399630.0,2022-05-17,2024-09-16,2024-08-23,-104.991348,39.669668,JUST CONSTRUCTION,2595 S Cherokee ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2478 S LAFAYETTE ST,2478 S LAFAYETTE ST,2478 S LAFAYETTE ST,University,Delivered,1,3,223000.0,2018-11-13,2021-01-25,2022-03-15,-104.97091,39.671675,HINZ ROBERT,2478 S LAFAYETTE ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2018-LOG-0002571,3816 N WILLIAMS ST,3816 N WILLIAMS ST,Cole,Delivered,1,3,320315.0,2018-09-25,2018-11-30,2019-11-20,-104.965718,39.77043,WORK SHOP DENVER,2018-LOG-0002571,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
1787 S GRANT ST,1787 S GRANT ST,1787 S GRANT ST,Platt Park,Delivered,1,3,270484.0,2021-10-14,2022-12-04,2022-07-25,-104.984199,39.684307,HENRY DEVELOPMENT LLC,1787 S GRANT ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
1588 N Lowell BLVD,1588 N Lowell BLVD,1588 N Lowell BLVD,West Colfax,Delivered,1,3,553993.0,2023-03-22,2024-05-13,2024-05-10,-105.034354,39.742396,G.J. GARDNER HOMES DENVER,1588 N Lowell BLVD,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
4480 N XAVIER ST,4480 N XAVIER ST,4480 N XAVIER ST,Berkeley,Delivered,1,3,307432.0,2019-11-25,2020-03-10,2020-10-12,-105.049572,39.778113,TK MORRISON CONSTRUCTION LLC,4480 N XAVIER ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
4107 N WINONA CT,4107 N WINONA CT,4107 N WINONA CT,Berkeley,Delivered,1,3,408552.0,2020-07-02,2020-12-23,2021-07-28,-105.047619,39.773117,MAG BUILDERS INC,4107 N WINONA CT,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
646 S HIGH ST,646 S HIGH ST,646 S HIGH ST,Washington Park,Delivered,1,3,653992.0,2023-05-25,2024-02-21,2023-12-22,-104.96502,39.70479,REDEUX DEVELOPMENTS LLC,646 S HIGH ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
3547 N VALLEJO ST,3547 N VALLEJO ST,3547 N VALLEJO ST,Highland,Delivered,1,3,222000.0,2018-10-29,2019-08-23,2020-05-29,-105.012978,39.766525,UNITED DREAM BUILDERS LLC,3547 N VALLEJO ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
3271 N PERRY ST,3271 N PERRY ST,3271 N PERRY ST,West Highland,Delivered,1,3,315000.0,2022-09-01,2022-09-28,2022-09-14,-105.039472,39.763411,ZINGA CONSTRUCTION INC,3271 N PERRY ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2019-LOG-0000033,4401 W 50TH AVE BENCHING,4401 W 50TH AVE BENCHING,Regis,Delivered,1,3,323482.0,2019-01-24,2019-07-23,2020-02-14,-105.044177,39.787623,TK MORRISON CONSTRUCTION LLC,2019-LOG-0000033,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
1035 S JOSEPHINE ST,1035 S JOSEPHINE ST,1035 S JOSEPHINE ST,Belcaro,Delivered,1,3,643916.0,2021-03-31,2021-07-14,2021-07-14,-104.958311,39.697676,WORK SHOP DENVER,1035 S JOSEPHINE ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2018-LOG-0004124,3320 S BIRCH,3320 S BIRCH,University Hills,Delivered,1,3,464000.0,2018-10-30,2019-03-11,2020-07-14,-104.936067,39.656191,E 3 DESIGN SHOP LLC,2018-LOG-0004124,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
160 N HUDSON ST,160 N HUDSON ST,160 N HUDSON ST,Hilltop,Delivered,1,3,736999.0,2021-11-22,2022-03-22,2022-03-21,-104.923216,39.718986,DEN HOME BUILDERS LLC,160 N HUDSON ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2017-LOG-0006221,4220 N QUITMAN SHORING,4220 N QUITMAN SHORING,Berkeley,Delivered,1,3,238415.0,2018-01-18,2018-06-05,2018-12-05,-105.040265,39.774283,G.J GARDNER HOMES DENVER,2017-LOG-0006221,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
1066 S VINE ST,1066 S VINE ST,1066 S VINE ST,Washington Park,Delivered,1,3,679680.0,2021-07-07,2022-01-14,2022-01-14,-104.962679,39.697141,WORK SHOP DENVER,1066 S VINE ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
1914 S WASHINGTON ST,1914 S WASHINGTON ST,1914 S WASHINGTON ST,Platt Park,Delivered,1,3,552500.0,2019-06-11,2019-10-18,2021-03-01,-104.97903,39.6818,ENSIGN SHAFFER LLC,1914 S WASHINGTON ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
3621 N LIPAN ST,3621 N LIPAN ST,3621 N LIPAN ST,Highland,Delivered,1,3,252496.0,2019-02-12,2019-11-04,2020-12-02,-105.001937,39.76733,SOLID ARCHITECTURAL DESIGN INC,3621 N LIPAN ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
1724 S CORONA ST,1724 S CORONA ST,1724 S CORONA ST,Platt Park,Delivered,1,3,370127.0,2019-04-05,2019-07-30,2020-03-13,-104.974304,39.685224,MAG BUILDERS INC,1724 S CORONA ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
3931 N VRAIN ST,3931 N VRAIN ST,3931 N VRAIN ST,Berkeley,Delivered,1,3,270000.0,2019-04-15,2019-07-15,2020-06-26,-105.046476,39.77165,CHAMPION CONSTRUCTION INC,3931 N VRAIN ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
1320 S ELIZABETH ST,1320 S ELIZABETH ST,1320 S ELIZABETH ST,Cory - Merrill,Delivered,1,3,515000.0,2021-10-05,2022-04-04,2022-01-24,-104.955533,39.692527,CHASE CUSTOM HOMES INC,1320 S ELIZABETH ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2018-LOG-0003826,3515 N QUIVAS ST,3515 N QUIVAS ST,Highland,Delivered,1,3,420000.0,2018-10-08,2019-05-17,2018-12-24,-105.008211,39.76606,HARMONY C.M. INC,2018-LOG-0003826,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2019-LOG-0004595,1609 S CORONA ST SHORING,1609 S CORONA ST SHORING,Platt Park,Delivered,1,3,493139.0,2019-10-08,2019-12-27,2020-08-24,-104.974797,39.68725,RENOVAR INC,2019-LOG-0004595,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
4777 N RACE ST,4777 N RACE ST,4777 N RACE ST,Elyria Swansea,Delivered,1,3,86701.0,2019-04-25,2019-05-23,,-104.963779,39.783362,ALOHA BUILDERS LLC,4777 N RACE ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2231 W 36TH AVE,2231 W 36TH AVE,2231 W 36TH AVE,Highland,Delivered,1,3,450350.0,2021-09-09,2022-01-24,2021-11-22,-105.013629,39.767005,HOME ADVANTAGE,2231 W 36TH AVE,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2495 E 28TH AVE,2495 E 28TH AVE,2495 E 28TH AVE,Skyland,Delivered,1,3,410980.0,2018-10-23,2019-07-30,2020-07-01,-104.957482,39.75711,SEIBEL COLE,2495 E 28TH AVE,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2018-LOG-0001997,417 S GILPIN ST SUD,417 S GILPIN ST SUD,Washington Park,Delivered,1,3,939000.0,2018-06-10,2019-02-07,2020-10-07,-104.967671,39.708942,HIGHLANDS CUSTOM BUILDERS INC,2018-LOG-0001997,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2523 S BANNOCK ST,2523 S BANNOCK ST,2523 S BANNOCK ST,Overland,Delivered,1,3,261000.0,2020-12-16,2021-01-12,2021-10-08,-104.99016,39.67084,ZINGA CONSTRUCTION INC,2523 S BANNOCK ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2018-LOG-0001010,1995 S CORONA ST,1995 S CORONA ST,Platt Park,Delivered,1,3,347500.0,2018-06-14,2018-07-19,2019-08-08,-104.97478,39.680461,ARCADIA PROPERTIES INC,2018-LOG-0001010,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
748 N BELLAIRE ST,748 N BELLAIRE ST,748 N BELLAIRE ST,Hale,Delivered,1,3,305240.0,2019-02-28,2019-09-11,2020-08-18,-104.93692,39.728249,DS HOMES LLC,748 N BELLAIRE ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
3968 N WOLFF ST,3968 N WOLFF ST,3968 N WOLFF ST,Berkeley,Delivered,1,3,950502.0,2023-11-06,2024-01-11,2024-01-10,-105.048417,39.772387,Q BUILDERS,3968 N WOLFF ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
1546 S LOGAN ST,1546 S LOGAN ST,1546 S LOGAN ST,Platt Park,Delivered,1,3,294368.0,2021-05-07,2022-12-05,2022-12-05,-104.982551,39.688528,DENVER LUXURY BUILDERS LLC,1546 S LOGAN ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2566 N FAIRFAX ST,2566 N FAIRFAX ST,2566 N FAIRFAX ST,North Park Hill,Delivered,1,3,620000.0,2021-06-02,2021-09-10,2022-05-18,-104.927949,39.754077,TK MORRISON CONSTRUCTION LLC,2566 N FAIRFAX ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
750 S CLARKSON ST,750 S CLARKSON ST,750 S CLARKSON ST,Washington Park West,Delivered,1,3,323469.0,2020-01-09,2020-06-01,2021-04-28,-104.977903,39.702918,UNREALCONSTRUCTION LLC,750 S CLARKSON ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
4582 N WINONA CT,4582 N WINONA CT,4582 N WINONA CT,Berkeley,Delivered,1,3,327321.0,2020-03-26,2020-11-11,2021-09-20,-105.047102,39.779874,KLM CONSTRUCTION INC,4582 N WINONA CT,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
3233 N ZUNI ST,3233 N ZUNI ST,3233 N ZUNI ST,Highland,Delivered,1,3,384229.0,2018-12-27,2020-03-12,2020-03-12,-105.016067,39.762683,RENOVAR INC,3233 N ZUNI ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
924 N KRAMERIA ST,924 N KRAMERIA ST,924 N KRAMERIA ST,Montclair,Delivered,1,3,20000.0,2018-05-21,2018-11-28,2019-02-19,-104.915894,39.730768,RENOVAR INC,924 N KRAMERIA ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2018-LOG-0003938,2736 N WOLFF ST,2736 N WOLFF ST,Sloan Lake,Delivered,1,3,400000.0,2018-11-05,2019-01-18,2019-08-01,-105.048186,39.756804,TK MORRISON CONSTRUCTION LLC,2018-LOG-0003938,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2390 N JULIAN ST,2390 N JULIAN ST,2390 N JULIAN ST,Sloan Lake,Delivered,1,3,357192.0,2020-08-26,2020-10-20,2021-07-20,-105.031347,39.752217,HINZ ROBERT,2390 N JULIAN ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
938 S VINE ST,938 S VINE ST,938 S VINE ST,Washington Park,Delivered,1,3,627000.0,2020-06-12,2020-09-01,2022-05-16,-104.962715,39.699453,DEVEX CONSTRUCTION LLC,938 S VINE ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2018-LOG-0003473,1101 N ADAMS ST,1101 N ADAMS ST,Congress Park,Delivered,1,3,263000.0,2018-09-21,2019-06-27,2019-06-21,-104.948558,39.733837,"SS DEVELOPMENT , LTD",2018-LOG-0003473,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2019-LOG-0002748,917 S FILLMORE WAY,917 S FILLMORE WAY,Belcaro,Delivered,1,3,630000.0,2019-08-15,2020-03-10,2020-10-26,-104.950784,39.699497,REDEUX DEVELOPMENTS LLC,2019-LOG-0002748,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
1633 S MONROE ST,1633 S MONROE ST,1633 S MONROE ST,Cory - Merrill,Delivered,1,3,386716.0,2019-06-28,2019-10-14,2020-06-29,-104.945542,39.686822,TK MORRISON CONSTRUCTION LLC,1633 S MONROE ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2018-LOG-0005245,2063 N CHERRY ST,2063 N CHERRY ST,South Park Hill,Delivered,1,3,425000.0,2018-11-28,2019-02-13,2019-10-17,-104.934135,39.748674,PINNACLE PROPERTIES & CONSTRUCTION SERVICES INC,2018-LOG-0005245,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2017-LOG-0002019,1355 S FILLMORE ST,1355 S FILLMORE ST,Cory - Merrill,Delivered,1,3,214928.0,2017-06-02,2018-09-05,2021-02-05,-104.95386,39.691992,DEL MAR PROPERTIES LLC,2017-LOG-0002019,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2669 S ACOMA ST,2669 S ACOMA ST,2669 S ACOMA ST,Overland,Delivered,1,3,380510.0,2018-12-21,2019-07-12,2020-07-27,-104.989038,39.668285,HOMES 4 YOU CONSTRUCTION INC,2669 S ACOMA ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
1190 S VINE ST,1190 S VINE ST,1190 S VINE ST,Washington Park,Delivered,1,3,487852.0,2020-07-10,2021-01-05,2022-02-01,-104.96271,39.694934,WORK SHOP DENVER,1190 S VINE ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
1286 S PENNSYLVANIA ST,1286 S PENNSYLVANIA ST,1286 S PENNSYLVANIA ST,Platt Park,Delivered,1,3,350414.0,2021-10-28,2022-07-18,2022-07-11,-104.981383,39.69319,DENVER LUXURY BUILDERS LLC,1286 S PENNSYLVANIA ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
3652 N MARIPOSA ST,3652 N MARIPOSA ST,3652 N MARIPOSA ST,Highland,Delivered,1,3,310000.0,2018-10-23,2018-12-10,2019-06-14,-105.002787,39.767855,MAG BUILDERS INC,3652 N MARIPOSA ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
3642 N VALLEJO ST,3642 N VALLEJO ST,3642 N VALLEJO ST,Highland,Delivered,1,3,415377.0,2020-10-23,2021-01-14,2021-09-07,-105.012571,39.767668,HOME ADVANTAGE,3642 N VALLEJO ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2735 W 39TH AVE,2735 W 39TH AVE,2735 W 39TH AVE,Sunnyside,Delivered,1,3,513650.0,2021-01-12,2021-03-03,2021-11-09,-105.021401,39.771279,HINZ ROBERT,2735 W 39TH AVE,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2339 N BIRCH ST,2339 N BIRCH ST,2339 N BIRCH ST,North Park Hill,Delivered,1,3,464185.0,2019-09-05,2020-01-13,2020-09-17,-104.936329,39.751795,PINNACLE PROPERTIES & CONSTRUCTION SERVICES INC,2339 N BIRCH ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
