project_id,project_name,address,neighborhood,status,units_total,permit_count,valuation_total,first_date_received,last_date_issued,last_final_date,developer,permit_case_id,source_url,last_updated
2851 S Dexter Way,2851 S Dexter Way,2851 S Dexter Way,University Hills,Delivered,1,2,1108850.0,2025-01-16,2025-06-18,2025-06-05,CLINE DESIGN GROUP INC,2851 S Dexter Way,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2332 N EUDORA ST SHORING,2332 N EUDORA ST SHORING,2332 N EUDORA ST SHORING,North Park Hill,Delivered,1,2,528127.0,2022-06-24,2022-07-05,2022-07-05,T G GRUBER CONSTRUCTION CO INC,2332 N EUDORA ST SHORING,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
980 N UTICA ST,980 N UTICA ST,980 N UTICA ST,Villa Park,Delivered,1,2,361976.0,2022-02-03,2022-10-24,2022-10-18,CRIBBS CONSTRUCTION LLC,980 N UTICA ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
601 S HIGH ST,601 S HIGH ST,601 S HIGH ST,Washington Park,Delivered,1,2,377313.0,2020-05-26,2020-11-10,2021-09-17,DEVEX CONSTRUCTION LLC,601 S HIGH ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
1969 S GILPIN ST,1969 S GILPIN ST,1969 S GILPIN ST,University,Delivered,1,2,282194.0,2021-03-11,2021-08-10,,DEVEX CONSTRUCTION LLC,1969 S GILPIN ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2018-LOG-0003327,5860 N BOSTON ST,5860 N BOSTON ST,Central Park,Delivered,1,2,243381.0,2018-07-12,2018-08-10,2019-02-14,CDL HOMES INC,2018-LOG-0003327,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2023-LOG-0004522,5002 N WALDEN WAY,5002 N WALDEN WAY,Gateway - Green Valley Ranch,Delivered,1,2,143794.0,2023-06-26,2023-09-18,2024-01-24,OAKWOOD HOMES LLC,2023-LOG-0004522,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
3548 N LIPAN ST,3548 N LIPAN ST,3548 N LIPAN ST,Highland,Delivered,1,2,445505.0,2018-12-17,2019-03-20,2020-01-07,WORK SHOP DENVER,3548 N LIPAN ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2018-LOG-0001228,2821 E CEDAR AVE 15 BLDG,2821 E CEDAR AVE 15 BLDG,Belcaro,Delivered,1,2,572590.0,2018-04-20,2018-06-14,2019-06-05,MAG BUILDERS INC,2018-LOG-0001228,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2022-LOG-0002495,4584 N QUITMAN ST 1/2,4584 N QUITMAN ST 1/2,Berkeley,Delivered,1,2,200000.0,2023-01-25,2023-03-07,2024-02-29,BRISBY TRIMWORKS,2022-LOG-0002495,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2644 S BANNOCK ST,2644 S BANNOCK ST,2644 S BANNOCK ST,Overland,Delivered,1,2,315000.0,2020-06-11,2021-01-26,2021-10-01,MAG BUILDERS INC,2644 S BANNOCK ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
4520 W MONCRIEFF PL,4520 W MONCRIEFF PL,4520 W MONCRIEFF PL,West Highland,Delivered,1,2,811532.0,2021-10-21,2023-02-08,2023-02-08,HIGHLAND BUILDERS AND DESIGN LLC,4520 W MONCRIEFF PL,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
3802 N FRANKLIN ST,3802 N FRANKLIN ST,3802 N FRANKLIN ST,Cole,Delivered,1,2,166000.0,2017-04-18,2018-03-06,2019-02-15,REGEL MANAGEMENT LLC,3802 N FRANKLIN ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2018-LOG-0002234,2746 S WILLIAMS ST,2746 S WILLIAMS ST,University,Delivered,1,2,455000.0,2018-11-01,2018-11-13,2019-10-14,ANT HILL DEVELOPMENTS LLC,2018-LOG-0002234,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
4010 N NAVAJO ST,4010 N NAVAJO ST,4010 N NAVAJO ST,Sunnyside,Delivered,1,2,463620.0,2018-09-11,2018-12-11,2019-08-13,DEL MAR BUILDING SERVICES LLC,4010 N NAVAJO ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2021-LOG-0009180,2010 N IRVING GARAGE,2010 N IRVING GARAGE,Sloan Lake,Delivered,1,2,575000.0,2020-12-02,2022-10-05,,ALL PHASE CONSTRUCTION COMPANY LLC,2021-LOG-0009180,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2018-LOG-0000222,3996 N WINONA CT,3996 N WINONA CT,Berkeley,Delivered,1,2,335000.0,2018-02-15,2018-04-10,2018-09-21,TK MORRISON CONSTRUCTION LLC,2018-LOG-0000222,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2227 S SHERMAN ST,2227 S SHERMAN ST,2227 S SHERMAN ST,Rosedale,Delivered,1,2,363655.0,2018-12-05,2019-05-08,2021-03-23,REID BUILDING GROUP LLC,2227 S SHERMAN ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
515 N Cook ST,515 N Cook ST,515 N Cook ST,Cherry Creek,Delivered,1,2,648244.0,2024-04-10,2024-08-23,2024-08-21,JB CONCRETE INC,515 N Cook ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2310 N WASHINGTON ST,2310 N WASHINGTON ST,2310 N WASHINGTON ST,Five Points,Delivered,1,2,313372.0,2019-08-12,2019-11-27,2020-11-17,AXIA CONSTRUCTION GROUP LLC,2310 N WASHINGTON ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
3628 W CONEJOS PL,3628 W CONEJOS PL,3628 W CONEJOS PL,West Colfax,Delivered,1,2,207527.0,2018-02-02,2018-04-19,2019-05-09,DIRC HOMES LLC,3628 W CONEJOS PL,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2471 S ACOMA ST,2471 S ACOMA ST,2471 S ACOMA ST,Overland,Delivered,1,2,265000.0,2021-05-10,2021-06-24,2022-03-31,KANE MARK A,2471 S ACOMA ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
4346 N STUART ST,4346 N STUART ST,4346 N STUART ST,Berkeley,Delivered,1,2,315000.0,2019-01-28,2019-07-03,2019-12-27,MAG BUILDERS INC,4346 N STUART ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
3205 N QUIVAS ST,3205 N QUIVAS ST,3205 N QUIVAS ST,Highland,Delivered,1,2,305000.0,2018-11-05,2018-12-19,2019-08-01,RENOVAR INC,3205 N QUIVAS ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
3210 W 27TH AVE,3210 W 27TH AVE,3210 W 27TH AVE,Sloan Lake,Delivered,1,2,210000.0,2018-09-05,2018-10-24,2020-05-14,RYAN HOMES INC,3210 W 27TH AVE,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2017-LOG-0005505,3485 S CLERMONT ST SHORING,3485 S CLERMONT ST SHORING,University Hills,Delivered,1,2,429500.0,2017-12-04,2018-02-02,2018-11-07,VERMEER CONSTRUCTION INC,2017-LOG-0005505,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2020-LOG-0000585,2227 N CLARKSON ST,2227 N CLARKSON ST,Five Points,Delivered,1,2,260000.0,2020-03-12,2020-05-26,2021-08-27,PRECISION HOMES LLC,2020-LOG-0000585,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2018 N BRYANT ST 104 UNIT,2018 N BRYANT ST 104 UNIT,2018 N BRYANT ST 104 UNIT,Jefferson Park,Delivered,1,2,384244.0,2018-03-20,2018-10-02,2020-01-22,DENVER DESIGN BUILD LLC,2018 N BRYANT ST 104 UNIT,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
1525 S CLAYTON ST,1525 S CLAYTON ST,1525 S CLAYTON ST,Cory - Merrill,Delivered,1,2,479040.0,2020-06-02,2020-10-08,2021-06-18,CHASE CUSTOM HOMES INC,1525 S CLAYTON ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
49 N HARRISON ST,49 N HARRISON ST,49 N HARRISON ST,Cherry Creek,Delivered,1,2,388529.0,2019-03-21,2019-03-21,2019-05-07,RICHARD POWELL & ASSOCIATES LLC,49 N HARRISON ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
1035 S COLUMBINE ST,1035 S COLUMBINE ST,1035 S COLUMBINE ST,Belcaro,Delivered,1,2,725000.0,2018-10-16,2020-01-02,2020-07-20,REDEUX DEVELOPMENTS LLC,1035 S COLUMBINE ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2018-LOG-0003605,742 S VINE ST,742 S VINE ST,Washington Park,Delivered,1,2,815000.0,2019-02-14,2019-06-10,2020-07-08,FORTE DEVELOPMENT GROUP LLC,2018-LOG-0003605,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2721 N WOLFF ST,2721 N WOLFF ST,2721 N WOLFF ST,Sloan Lake,Delivered,1,2,469840.0,2020-05-15,2020-09-30,2021-06-08,WORK SHOP DENVER,2721 N WOLFF ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2602 S CHEROKEE ST,2602 S CHEROKEE ST,2602 S CHEROKEE ST,Overland,Delivered,1,2,265000.0,2018-01-19,2018-02-26,2018-12-26,MAG BUILDERS INC,2602 S CHEROKEE ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2018-LOG-0004426,1266 S VINE ST,1266 S VINE ST,Washington Park,Delivered,1,2,650000.0,2018-10-24,2018-11-16,2020-06-29,T G GRUBER CONSTRUCTION CO INC,2018-LOG-0004426,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2018-LOG-0001359,961 N FILLMORE ST,961 N FILLMORE ST,Congress Park,Delivered,1,2,352051.0,2018-04-19,2018-06-01,2019-01-02,FARM ETHICS REAL ESTATE LLC,2018-LOG-0001359,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2884 S JACKSON ST,2884 S JACKSON ST,2884 S JACKSON ST,Wellshire,Delivered,1,2,660873.0,2020-05-21,2020-11-30,2021-09-22,COREVENTURE LLC,2884 S JACKSON ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2666 S STEELE ST,2666 S STEELE ST,2666 S STEELE ST,University Park,Delivered,1,2,750000.0,2021-04-21,2022-09-16,2022-09-28,DOKKEN BUILT LLC.,2666 S STEELE ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2018-LOG-0000066,2821 E CEDAR AVE SHORING,2821 E CEDAR AVE SHORING,Belcaro,Delivered,1,2,1610000.0,2018-02-26,2018-08-13,2021-08-20,CASSIDY CONSTRUCTION INC,2018-LOG-0000066,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
9305 E 58TH AVE,9305 E 58TH AVE,9305 E 58TH AVE,Central Park,Delivered,1,2,191817.0,2018-01-08,2018-02-01,2018-09-04,WEEKLEY HOMES LLC,9305 E 58TH AVE,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2019-LOG-0002500,6034 N FULTON SUD,6034 N FULTON SUD,Central Park,Delivered,1,2,214752.0,2019-06-07,2019-06-20,2019-11-21,KB HOME COLORADO INC,2019-LOG-0002500,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
251 N JERSEY ST,251 N JERSEY ST,251 N JERSEY ST,Hilltop,Delivered,1,2,807640.0,2018-06-23,2018-08-08,2020-12-30,CHALET DEVELOPMENT LLC,251 N JERSEY ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2019-LOG-0003033,6045 N GENEVA ST,6045 N GENEVA ST,Central Park,Delivered,1,2,230499.0,2019-07-18,2019-08-21,2020-04-07,CDL HOMES INC,2019-LOG-0003033,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
1732 S LAFAYETTE ST,1732 S LAFAYETTE ST,1732 S LAFAYETTE ST,University,Delivered,1,2,427000.0,2021-01-25,2021-04-13,2022-01-18,TK MORRISON CONSTRUCTION LLC,1732 S LAFAYETTE ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2019-LOG-0003303,5985 N GENEVA ST,5985 N GENEVA ST,Central Park,Delivered,1,2,227792.0,2019-07-11,2019-08-01,2020-06-11,CDL HOMES INC,2019-LOG-0003303,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
919 S OGDEN ST,919 S OGDEN ST,919 S OGDEN ST,Washington Park West,Delivered,1,2,360627.0,2019-03-08,2019-05-16,2021-07-15,TM GRACE BUILDERS INC,919 S OGDEN ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2393 N King,2393 N King,2393 N King,Sloan Lake,Delivered,1,2,494444.0,2022-12-06,2024-10-20,2024-12-13,J&M DEVELOPMENT,2393 N King,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
4611 S KIPLING CIR,4611 S KIPLING CIR,4611 S KIPLING CIR,Marston,Delivered,1,2,240083.0,2021-11-22,2023-04-17,2023-04-18,"MERITAGE HOMES OF COLORADO, INC.",4611 S KIPLING CIR,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2022-LOG-0005513,3254 W 26TH AVE,3254 W 26TH AVE,Sloan Lake,Delivered,1,2,0.0,2022-09-28,2023-03-07,2023-09-05,BLACK LOTUS CONSTRUCTION LLC,2022-LOG-0005513,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2763 N KING ST,2763 N KING ST,2763 N KING ST,Sloan Lake,Delivered,1,2,420000.0,2019-08-01,2019-12-20,2020-08-14,CONSOLIDATED CONSTRUCTION MANAGEMENT LLC,2763 N KING ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2959 S MADISON ST,2959 S MADISON ST,2959 S MADISON ST,Wellshire,Delivered,1,2,841000.0,2019-07-26,2019-12-20,2021-01-29,MARC DAVID HOMES INC,2959 S MADISON ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2446 GLENARM PL,2446 GLENARM PL,2446 GLENARM PL,Five Points,Delivered,1,2,184527.0,2018-03-14,2018-10-01,2020-03-17,MICHAEL MCMAHON CONSTRUCTION LLC,2446 GLENARM PL,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
1555 S COLUMBINE ST,1555 S COLUMBINE ST,1555 S COLUMBINE ST,Cory - Merrill,Delivered,1,2,520000.0,2021-04-09,2021-06-18,2022-05-09,E.N.D. CONSTRUCTION  LLC,1555 S COLUMBINE ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2018-LOG-0003763,2535 W 34TH ADU,2535 W 34TH ADU,Highland,Delivered,1,2,183000.0,2018-09-19,2018-10-01,2019-06-20,TK MORRISON CONSTRUCTION LLC,2018-LOG-0003763,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2019-LOG-0003090,6033 N GENEVA ST,6033 N GENEVA ST,Central Park,Delivered,1,2,180014.0,2019-07-17,2019-07-24,2020-03-24,CDL HOMES INC,2019-LOG-0003090,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2018-LOG-0003224,9322 E 58TH AVE,9322 E 58TH AVE,Central Park,Delivered,1,2,181647.0,2018-08-05,2018-08-14,2018-12-28,BOULDER CREEK BUILDERS LLC,2018-LOG-0003224,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2018-LOG-0002971,5853 N BOSTON ST GARAGE,5853 N BOSTON ST GARAGE,Central Park,Delivered,1,2,103880.0,2018-06-27,2018-08-15,,BOULDER CREEK BUILDERS LLC,2018-LOG-0002971,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2018-LOG-0003934,507 S HIGH ST,507 S HIGH ST,Washington Park,Delivered,1,2,455000.0,2018-09-10,2019-01-09,2019-11-04,TK MORRISON CONSTRUCTION LLC,2018-LOG-0003934,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2017-LOG-0004287,2409 S FILLMORE ST,2409 S FILLMORE ST,University Park,Delivered,1,2,1225000.0,2017-11-17,2018-03-16,2019-05-31,A J KIRKEGAARD CONTRACTORS INC,2017-LOG-0004287,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
1601 S COLUMBINE ST,1601 S COLUMBINE ST,1601 S COLUMBINE ST,Cory - Merrill,Delivered,1,2,850000.0,2022-10-24,2023-07-20,2023-07-13,DENVER LUXURY BUILDERS LLC,1601 S COLUMBINE ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2605 W 40TH AVE,2605 W 40TH AVE,2605 W 40TH AVE,Sunnyside,Delivered,1,2,421000.0,2019-07-26,2021-08-25,2021-08-24,BULLDOG RENOVATIONS LLC,2605 W 40TH AVE,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
4651 N ALCOTT ST,4651 N ALCOTT ST,4651 N ALCOTT ST,Sunnyside,Delivered,1,2,318000.0,2018-11-28,2018-12-11,2020-12-03,NUHAUS303 LLC,4651 N ALCOTT ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
1457 S PENNSYLVANIA ST,1457 S PENNSYLVANIA ST,1457 S PENNSYLVANIA ST,Platt Park,Delivered,1,2,655000.0,2021-08-31,2023-01-19,2024-05-17,CONSOLIDATED CONSTRUCTION MANAGEMENT LLC,1457 S PENNSYLVANIA ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
4621 S KIPLING CIR,4621 S KIPLING CIR,4621 S KIPLING CIR,Marston,Delivered,1,2,268585.0,2021-12-14,2023-03-07,2023-03-30,"MERITAGE HOMES OF COLORADO, INC.",4621 S KIPLING CIR,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2017-LOG-0002449,781 S HIGH SHORING,781 S HIGH SHORING,Washington Park,Delivered,1,2,410469.0,2017-11-07,2018-03-05,2018-11-29,PARAGON REAL ESTATE AND DEVELOPMENT INC,2017-LOG-0002449,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
862 S IRVING ST,862 S IRVING ST,862 S IRVING ST,Westwood,Delivered,1,2,280000.0,2019-04-11,2020-09-02,,WARD GENERAL CONSTRUCTION LLC,862 S IRVING ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
735 S Gaylord ST,735 S Gaylord ST,735 S Gaylord ST,Washington Park,Delivered,1,2,453472.0,2022-10-25,2024-05-01,2024-04-18,DIVINE DEVELOPMENT & CONSTRUCTION LLC,735 S Gaylord ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
1231 PERRY ST 2 UNIT,1231 PERRY ST 2 UNIT,1231 PERRY ST 2 UNIT,West Colfax,Delivered,1,2,237777.0,2022-08-17,2023-01-15,2024-05-14,COLUMBINE HOME BUILDERS,1231 PERRY ST 2 UNIT,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2018-LOG-0004560,4538 W 36TH AVE GARAGE,4538 W 36TH AVE GARAGE,West Highland,Delivered,1,2,8000.0,2018-09-05,2018-12-18,2019-05-28,KLM CONSTRUCTION INC,2018-LOG-0004560,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
3825 N ZENOBIA ST SHORING,3825 N ZENOBIA ST SHORING,3825 N ZENOBIA ST SHORING,Berkeley,Delivered,1,2,679625.0,2022-10-13,2022-11-09,2022-11-09,DEN HOME BUILDERS LLC,3825 N ZENOBIA ST SHORING,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
1458 N XAVIER ST,1458 N XAVIER ST,1458 N XAVIER ST,West Colfax,Delivered,1,2,310000.0,2019-04-16,2019-05-10,2020-10-15,ROCK SPRINGS DEVELOPMENT LLC,1458 N XAVIER ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
401 S GARFIELD ST 12 BLDG,401 S GARFIELD ST 12 BLDG,401 S GARFIELD ST 12 BLDG,Belcaro,Delivered,1,2,958000.0,2017-05-30,2019-03-12,,INTEGRITY POOL BUILDERS LLC,401 S GARFIELD ST 12 BLDG,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2020-LOG-0001407,4408 N PENNSYLVANIA ST,4408 N PENNSYLVANIA ST,Globeville,Delivered,1,2,235000.0,2020-12-07,2021-05-21,,BONTERRE GREEN,2020-LOG-0001407,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
